state_name,drug_name,generic_name,bene_count,prescriber_count,total_claim_count,total_drug_cost
National Total,BELVIQ,LORCASERIN HCL,373,335,680,143102.24
National Total,BENAZEPRIL HCL,BENAZEPRIL HCL,644958,178159,3550028,39148761.92
National Total,BENAZEPRIL-HYDROCHLOROTHIAZIDE,BENAZEPRIL/HYDROCHLOROTHIAZIDE,115177,68227,605992,21182048.96
National Total,BENICAR,OLMESARTAN MEDOXOMIL,321393,129770,1716814,315416435.2
National Total,BENICAR HCT,OLMESARTAN/HYDROCHLOROTHIAZIDE,200053,94630,1069270,210452851.2
National Total,BENLYSTA,BELIMUMAB,188,135,1432,3934644.06
National Total,BENSAL HP,BENZOIC ACID/SALICYLIC ACID,16,12,18,4084.76
National Total,BENSAL HP,SALICYLIC ACID,  ,  ,14,6071.39
National Total,BENTYL,DICYCLOMINE HCL,445,475,1191,115218.18
National Total,BENZACLIN,CLINDAMYCIN PHOS/BENZOYL PEROX,617,622,1196,419451.22
National Total,BENZAMYCIN,ERYTHROMYCIN/BENZOYL PEROXIDE,19,18,25,7301
National Total,BENZAMYCINPAK,ERYTHROMYCIN/BENZOYL PEROXIDE,74,75,126,29323.11
National Total,BENZEFOAM,BENZOYL PEROXIDE,15,16,29,6683.36
National Total,BENZEFOAM ULTRA,BENZOYL PEROXIDE,15,16,32,10114.79
National Total,BENZONATATE,BENZONATATE,113617,59932,155728,1964274.88
National Total,BENZOYL PEROXIDE,BENZOYL PEROXIDE,265,264,432,8951.58
National Total,BENZPHETAMINE HCL,BENZPHETAMINE HCL,  ,  ,36,2234.62
National Total,BENZTROPINE MESYLATE,BENZTROPINE MESYLATE,308552,89593,2402961,21469972.92
National Total,BEPREVE,BEPOTASTINE BESILATE,23533,10325,52734,10377765.95
National Total,BERINERT,C1 ESTERASE INHIBITOR,72,63,525,22115694.89
National Total,BESIVANCE,BESIFLOXACIN HCL,207510,12488,284976,31009873.51
National Total,BETA-VAL,BETAMETHASONE VALERATE,80,80,88,1020.41
National Total,BETADINE,POVIDONE-IODINE,52,27,83,1344.52
National Total,BETAGAN,LEVOBUNOLOL HCL,225,232,877,70668.14
National Total,BETAMETHASONE ACETATE-SOD PHOS,BETAMET ACET/BETAMET NA PH,508,311,716,23618.68
National Total,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,226158,91953,423691,28056434.36
National Total,BETAMETHASONE DIPROPIONATE,BETAMETHASONE/PROPYLENE GLYC,141030,55286,240817,15862457.42
National Total,BETAMETHASONE VALERATE,BETAMETHASONE VALERATE,136063,55898,243339,10000402.29
National Total,BETAPACE,SOTALOL HCL,411,474,2124,887949.09
National Total,BETAPACE AF,SOTALOL HCL,239,274,1504,565074.06
National Total,BETASERON,INTERFERON BETA-1B,5419,3877,42519,199174884.4
National Total,BETAXOLOL HCL,BETAXOLOL HCL,9952,7795,42706,3263703.59
National Total,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,52453,29150,242621,12736713
National Total,BETIMOL,TIMOLOL,16496,9768,55825,5622022
National Total,BETOPTIC S,BETAXOLOL HCL,13457,9319,54540,11972463.87
National Total,BEYAZ,DROSPIR/ETH ESTRA/LEVOMEFOL CA,133,148,540,59459.57
National Total,BIAXIN,CLARITHROMYCIN,310,335,593,117803.55
National Total,BIAXIN XL,CLARITHROMYCIN,129,149,418,83363
National Total,BICALUTAMIDE,BICALUTAMIDE,76892,30472,330009,18501815.7
National Total,BICILLIN C-R,PEN G BENZ/PEN G PROCAINE,921,374,1691,150897.59
National Total,BICILLIN L-A,PENICILLIN G BENZATHINE,2676,2073,4930,1264833.05
National Total,BICNU,CARMUSTINE,35,21,76,103958.88
National Total,BIDIL,ISOSORB DINIT/HYDRALAZINE HCL,13726,10712,62562,12789857.31
National Total,BIFERA RX,IRON PS/IRON HEM POLY/FA/B12,131,118,457,48431.26
National Total,BILTRICIDE,PRAZIQUANTEL,492,467,669,157062.76
National Total,BINOSTO,ALENDRONATE SODIUM,459,377,1355,213641.14
National Total,BISOPROLOL FUMARATE,BISOPROLOL FUMARATE,122883,58829,640686,24078328.7
National Total,BISOPROLOL-HYDROCHLOROTHIAZIDE,BISOPROLOL FUMARATE/HCTZ,179371,78213,964498,14496134.17
National Total,BLEOMYCIN SULFATE,BLEOMYCIN SULFATE,24,24,54,12759.54
National Total,BLEPH-10,SULFACETAMIDE SODIUM,664,600,843,26436.17
National Total,BLEPHAMIDE,SULFACETM NA/PREDNISOL AC,8561,4979,12687,1340511.62
National Total,BLEPHAMIDE S.O.P.,SULFACETM NA/PREDNISOL AC,5867,3585,7750,669401.54
National Total,BONIVA,IBANDRONATE SODIUM,12292,9446,33508,8823547.98
National Total,BOOSTRIX,DIPHTHPERTUSS(ACELL)TET VAC,131,85,137,8841.72
National Total,BOOSTRIX TDAP,DIPHTHPERTUSS(ACELL)TET VAC,115969,28107,116802,6502885.15
National Total,BOSULIF,BOSUTINIB,365,364,1448,11094409.84
National Total,BOTOX,ONABOTULINUMTOXINA,5576,2519,10894,12620223.31
National Total,BOTOX COSMETIC,ONABOTULINUMTOXINA,  ,  ,11,4319.38
National Total,BP 10-1,SULFACETAMIDE SODIUM/SULFUR,86,71,143,11702.9
National Total,BP-50% UREA,UREA/LACTIC AC/ZN UNDECYLENATE,16,15,19,3280.4
National Total,BPO,BENZOYL PEROXIDE,38,39,50,4686.36
National Total,BREO ELLIPTA,FLUTICASONE/VILANTEROL,632,537,728,231959.15
National Total,BREVICON,NORETHINDRONE-ETHINYL ESTRAD,  ,  ,20,1219.95
National Total,BRIELLYN,NORETHINDRONE-ETHINYL ESTRAD,87,101,471,15869.7
National Total,BRILINTA,TICAGRELOR,34394,22229,135588,38062226.42
National Total,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE,275750,62636,1186849,74485814.34
National Total,BRINTELLIX,VORTIOXETINE HYDROBROMIDE,161,124,224,52245.98
National Total,BRISDELLE,PAROXETINE MESYLATE,66,66,79,13580.94
National Total,BROMDAY,BROMFENAC SODIUM,92760,11583,159630,33119533.6
National Total,BROMFED DM,D-METHORPHAN HB/P-EPD HCL/BPM,3820,1968,4713,157652.32
National Total,BROMFENAC SODIUM,BROMFENAC SODIUM,35644,8578,67838,9399932.14
National Total,BROMOCRIPTINE MESYLATE,BROMOCRIPTINE MESYLATE,9674,9591,55510,9614346.16
National Total,BROVANA,ARFORMOTEROL TARTRATE,4836,4048,19159,7234435.62
National Total,BSS,BALANCED SALT IRRIG SOLN NO.2,53,52,96,7411.52
National Total,BUDEPRION SR,BUPROPION HCL,8664,7370,32403,1048308.85
National Total,BUDEPRION XL,BUPROPION HCL,3234,2658,10120,366315.74
National Total,BUDESONIDE,BUDESONIDE,30528,17633,161494,50125999.24
National Total,BUDESONIDE EC,BUDESONIDE,41731,22225,143362,141817534.2
National Total,BUMETANIDE,BUMETANIDE,299327,125701,1429662,19009085.68
National Total,BUPAP,BUTALBITAL/ACETAMINOPHEN,360,330,699,63432.61
National Total,BUPHENYL,SODIUM PHENYLBUTYRATE,70,74,551,4706069.58
National Total,BUPIVACAINE HCL,BUPIVACAINE HCL,49,42,82,1221.8
National Total,BUPIVACAINE HCL,BUPIVACAINE HCL/PF,243,170,406,7933.69
National Total,BUPRENEX,BUPRENORPHINE HCL,66,72,687,1257194.85
National Total,BUPRENORPHINE HCL,BUPRENORPHINE HCL,8821,4687,57844,10725540.31
National Total,BUPRENORPHINE-NALOXONE,BUPRENORPHINE HCL/NALOXONE HCL,12704,5971,75213,25439472.83
National Total,BUPROBAN,BUPROPION HCL,4613,4343,9838,562343.69
National Total,BUPROPION HCL,BUPROPION HCL,135093,86564,585306,22716961.56
National Total,BUPROPION HCL SR,BUPROPION HCL,459427,176429,2217267,86380075.67
National Total,BUPROPION XL,BUPROPION HCL,470840,171094,2589392,114292316.6
National Total,BUSPIRONE HCL,BUSPIRONE HCL,473149,167787,2520642,53234496.63
National Total,BUTALB-ACETAMINOPH-CAFF-CODEIN,BUTALBIT/ACETAMIN/CAFF/CODEINE,271,270,328,95317.71
National Total,BUTALB-CAFF-ACETAMINOPH-CODEIN,BUTALBIT/ACETAMIN/CAFF/CODEINE,18621,18304,80939,3177944.13
National Total,BUTALBITAL COMPOUND,BUTALBITAL/ASPIRIN/CAFFEINE,15,15,23,254.85
National Total,BUTALBITAL COMPOUND-CODEINE,CODEINE/BUTALBITAL/ASA/CAFFEIN,9764,10189,44235,2706821.74
National Total,BUTALBITAL-ACETAMINOPHEN-CAFFE,BUTALB/ACETAMINOPHEN/CAFFEINE,18166,15366,55190,805393.27
National Total,BUTALBITAL-ASPIRIN-CAFFEINE,BUTALBITAL/ASPIRIN/CAFFEINE,2897,3015,8205,329093.01
National Total,BUTISOL SODIUM,BUTABARBITAL SODIUM,333,364,1314,250538.87
National Total,BUTORPHANOL TARTRATE,BUTORPHANOL TARTRATE,5512,6088,45419,2631926.13
National Total,BUTRANS,BUPRENORPHINE,26303,14851,96790,26042559.67
National Total,BYDUREON,EXENATIDE MICROSPHERES,27264,14248,119953,56403717.86
National Total,BYETTA,EXENATIDE,62331,39689,293576,138090488.8
National Total,BYSTOLIC,NEBIVOLOL HCL,401492,130849,2236195,244009298.2
National Total,CABERGOLINE,CABERGOLINE,9506,7297,49104,10857925.57
National Total,CADUET,AMLODIPINE/ATORVASTATIN,3091,3146,12613,4002282.8
National Total,CAFERGOT,ERGOTAMINE TARTRATE/CAFFEINE,74,74,95,10966.93
National Total,CALAN,VERAPAMIL HCL,83,96,413,81657.35
National Total,CALAN SR,VERAPAMIL HCL,1246,1419,6704,1585050.5
National Total,CALCIPOTRIENE,CALCIPOTRIENE,46038,25689,117754,50537608.81
National Total,CALCITONIN-SALMON,CALCITONINSALMONSYNTHETIC,103666,57365,404232,32519794.64
National Total,CALCITRENE,CALCIPOTRIENE,887,768,1429,672417.48
National Total,CALCITRIOL,CALCITRIOL,213785,84256,1076576,45225657.22
National Total,CALCIUM ACETATE,CALCIUM ACETATE,145232,52058,634525,81642726.98
National Total,CALCIUM CHLORIDE,CALCIUM CHLORIDE,  ,  ,21,1877.73
National Total,CALCIUM FOLINATE,LEUCOVORIN CALCIUM,  ,  ,15,1078.05
National Total,CALCIUM GLUCONATE,CALCIUM GLUCONATE,67,63,303,6198.6
National Total,CALCIUM-FOLIC ACID PLUS D,CAL CARB/MGOX/D3/B12/FA/B6/BOR,78,67,252,14773.83
National Total,CAMBIA,DICLOFENAC POTASSIUM,1451,962,3501,1110690.08
National Total,CAMILA,NORETHINDRONE,2339,2432,10689,287548.51
National Total,CAMPRAL,ACAMPROSATE CALCIUM,6821,6203,21760,3784723.61
National Total,CAMPTOSAR,IRINOTECAN HCL,13,13,32,7638.5
National Total,CAMRESE,L-NORGEST-ETH ESTR/ETHIN ESTRA,1111,1216,2647,471886.41
National Total,CAMRESE LO,L-NORGEST-ETH ESTR/ETHIN ESTRA,159,171,373,73887.28
National Total,CANASA,MESALAMINE,20250,12644,46836,32095557.9
National Total,CANCIDAS,CASPOFUNGIN ACETATE,258,252,1109,2471712.36
National Total,CANDESARTAN CILEXETIL,CANDESARTAN CILEXETIL,23393,20427,69113,10302478.61
National Total,CANDESARTAN-HYDROCHLOROTHIAZID,CANDESARTAN/HYDROCHLOROTHIAZID,10018,9800,43501,6560184.75
National Total,CANTIL,MEPENZOLATE BROMIDE,135,125,503,107575.5
National Total,CAPACET,BUTALB/ACETAMINOPHEN/CAFFEINE,  ,  ,36,492.8
National Total,CAPEX SHAMPOO,FLUOCINOLONE ACETONIDE,2245,1653,3649,1343335.09
National Total,CAPITAL W-CODEINE,ACETAMINOPHEN WITH CODEINE,20,20,21,6898.24
National Total,CAPRELSA,VANDETANIB,134,119,745,7239580.08
National Total,CAPTOPRIL,CAPTOPRIL,93541,62899,535658,9897303.92
National Total,CAPTOPRIL-HYDROCHLOROTHIAZIDE,CAPTOPRIL/HYDROCHLOROTHIAZIDE,6931,7008,38400,1293586.24
National Total,CARAC,FLUOROURACIL,43419,9923,53265,23693519.36
National Total,CARAFATE,SUCRALFATE,155715,79510,410998,66351061.46
National Total,CARBAGLU,CARGLUMIC ACID,  ,  ,24,1427207.55
National Total,CARBAMAZEPINE,CARBAMAZEPINE,197408,117118,1358907,42500932.54
National Total,CARBAMAZEPINE ER,CARBAMAZEPINE,16435,15563,87875,10680581.37
National Total,CARBAMAZEPINE XR,CARBAMAZEPINE,27753,24648,172418,20339548.79
National Total,CARBATROL,CARBAMAZEPINE,6085,5261,47014,9534632.44
National Total,CARBIDOPA-LEVODOPA,CARBIDOPA/LEVODOPA,405613,121985,2567077,99786275.22
National Total,CARBIDOPA-LEVODOPA ER,CARBIDOPA/LEVODOPA,94330,46340,541214,34818798.1
National Total,CARBIDOPA-LEVODOPA-ENTACAPONE,CARBIDOPA/LEVODOPA/ENTACAPONE,23164,13362,153740,58419445.36
National Total,CARBINOXAMINE MALEATE,CARBINOXAMINE MALEATE,5233,1941,13073,438683.13
National Total,CARBOPLATIN,CARBOPLATIN,684,301,2383,167226.71
National Total,CARDENE SR,NICARDIPINE HCL,156,163,609,89554.61
National Total,CARDIOTEK-RX,FA/ARGININE HCL/B12/B6/PEP EX,33,40,152,7378.53
National Total,CARDIZEM,DILTIAZEM HCL,228,260,1043,369167.89
National Total,CARDIZEM CD,DILTIAZEM HCL,4137,4528,20219,10926071.51
National Total,CARDIZEM LA,DILTIAZEM HCL,8321,8129,27248,5831233.18
National Total,CARDURA,DOXAZOSIN MESYLATE,1094,1239,5052,639655.64
National Total,CARDURA XL,DOXAZOSIN MESYLATE,1076,1127,3624,431593.99
National Total,CARIMUNE NF NANOFILTERED,IMMUNE GLOBULINGAMMA(IGG),74,68,672,3742765.13
National Total,CARISOPRODOL,CARISOPRODOL,338280,122249,1893671,33379588.34
National Total,CARISOPRODOL COMPOUND,CARISOPRODOL/ASPIRIN,180,183,428,56169.2
National Total,CARISOPRODOL COMPOUND-CODEINE,CODEINE/CARISOPRODOL/ASPIRIN,186,195,676,144325.65
National Total,CARISOPRODOL-ASPIRIN,CARISOPRODOL/ASPIRIN,198,205,535,79045.55
National Total,CARISOPRODOL-ASPIRIN-CODEINE,CODEINE/CARISOPRODOL/ASPIRIN,108,107,319,63724.69
National Total,CARNITOR,LEVOCARNITINE,128,121,1208,238444.68
National Total,CARNITOR,LEVOCARNITINE (WITH SUGAR),22,23,93,15584.04
National Total,CARNITOR SF,LEVOCARNITINE,22,23,105,10648.93
National Total,CARTEOLOL HCL,CARTEOLOL HCL,7070,4222,30163,563653.06
National Total,CARTIA XT,DILTIAZEM HCL,181420,103385,720181,32372745.38
National Total,CARVEDILOL,CARVEDILOL,2315794,331344,13145436,161585311.5
National Total,CASODEX,BICALUTAMIDE,339,362,1475,1071257.02
National Total,CATAFLAM,DICLOFENAC POTASSIUM,112,118,334,127010.95
National Total,CATAPRES,CLONIDINE HCL,627,717,3078,801199.44
National Total,CATAPRES-TTS 1,CLONIDINE,986,1055,4185,865119.45
National Total,CATAPRES-TTS 2,CLONIDINE,1632,1793,8483,3242156.5
National Total,CATAPRES-TTS 3,CLONIDINE,2309,2525,10907,5561791.25
National Total,CAVAN-EC SOD DHA,PNV48/IRON NA FEREDETAT/FA/OM3,15,15,41,3247.51
National Total,CAVERJECT,ALPROSTADIL,72,67,200,61308.76
National Total,CAYSTON,AZTREONAM LYSINE,795,386,2483,14397352.02
National Total,CAZIANT,DESOGESTREL-ETHINYL ESTRADIOL,109,121,577,18861.37
National Total,CEDAX,CEFTIBUTEN DIHYDRATE,923,629,1087,231616.88
National Total,CEENU,LOMUSTINE,216,164,617,47613.67
National Total,CEFACLOR,CEFACLOR,16628,8399,24087,1306073.06
National Total,CEFACLOR ER,CEFACLOR,201,183,261,20284.61
National Total,CEFADROXIL,CEFADROXIL HYDRATE,160453,35512,207285,3697111.88
National Total,CEFAZOLIN,CEFAZOLIN SODIUM/DEXTROSEISO,56,57,183,20549.47
National Total,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,7857,5668,24363,1568222.93
National Total,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM/DEXTROSEISO,388,354,1038,60303.2
National Total,CEFDINIR,CEFDINIR,563547,104641,695658,28824874.05
National Total,CEFDITOREN PIVOXIL,CEFDITOREN PIVOXIL,359,286,415,99403.4
National Total,CEFEPIME,CEFEPIME HCL/DEXTROSE ISO-OSM,1569,1044,4827,1195501.7
National Total,CEFEPIME HCL,CEFEPIME HCL,17638,11360,46290,8483042.5
National Total,CEFEPIME-DEXTROSE,CEFEPIME HCL/D5W,61,55,107,25699.49
National Total,CEFOTAXIME SODIUM,CEFOTAXIME SODIUM,129,108,244,19499.65
National Total,CEFOTETAN,CEFOTETAN DISODIUM,226,192,403,56318.29
National Total,CEFOTETAN & DEXTROSE,CEFOTETAN DISOD/DEXTROSEISO,  ,  ,14,14152.87
National Total,CEFOXITIN,CEFOXITIN SODIUM,667,611,2300,532691.19
National Total,CEFOXITIN SODIUM,CEFOXITIN SODIUM/DEXTROSEISO,  ,  ,31,22522.59
National Total,CEFPODOXIME PROXETIL,CEFPODOXIME PROXETIL,91853,36901,114595,11725039.59
National Total,CEFPROZIL,CEFPROZIL,59111,14003,72326,4359951.84
National Total,CEFTAZIDIME,CEFTAZIDIME PENTAHYDRATE,6396,5103,14939,2044258.79
National Total,CEFTAZIDIME,CEFTAZIDIME PENTAHYDRATE/D5W,  ,  ,17,3014.19
National Total,CEFTIBUTEN,CEFTIBUTEN DIHYDRATE,22,23,24,13575.25
National Total,CEFTIN,CEFUROXIME AXETIL,1963,1834,2494,589706.19
National Total,CEFTRIAXONE,CEFTRIAXONE NA/DEXTROSEISO,5067,2917,10761,1035629.13
National Total,CEFTRIAXONE,CEFTRIAXONE SODIUM,160134,44396,284188,22258579.69
National Total,CEFUROXIME,CEFUROXIME AXETIL,776963,138599,1006610,15816113.32
National Total,CEFUROXIME SODIUM,CEFUROXIME SODIUM,148,136,252,26590.87
National Total,CELEBREX,CELECOXIB,892217,230482,3628798,947256117.4
National Total,CELESTONE,BETAMET ACET/BETAMET NA PH,133,60,192,7370.27
National Total,CELESTONE,BETAMETHASONE,18,14,19,800.07
National Total,CELEXA,CITALOPRAM HYDROBROMIDE,2051,2332,9808,2204030.81
National Total,CELLCEPT,MYCOPHENOLATE MOFETIL,2916,2662,16813,22495564.99
National Total,CELLCEPT,MYCOPHENOLATE MOFETIL HCL,  ,  ,28,28895.87
National Total,CELONTIN,METHSUXIMIDE,364,440,3288,586255.27
National Total,CEM-UREA,UREA,14,13,20,3163.98
National Total,CENESTIN,ESTROGENSCONJ.SYNTHETIC A,3304,3506,14251,2173498.32
National Total,CENTANY,MUPIROCIN,500,238,550,38808.11
National Total,CENTANY AT,MUPIROCIN,116,62,123,19598.35
National Total,CENTRATEX,FE FUMARATE/FA/MV MIN COMB#15,77,78,280,5297.18
National Total,CEPHALEXIN,CEPHALEXIN,3335759,539267,4772309,36884097.21
National Total,CEREFOLIN,VIT B12/LMEFOLATE CA/VIT B6/B2,617,613,2528,553749.61
National Total,CEREFOLIN NAC,ACETYL/METHYL-B12/LMEFOLATE CA,1504,1099,3867,708455.85
National Total,CEREFOLIN NAC,LMFOL CA/ACETYL/MB12/ALGAL OIL,1125,861,2344,550012.95
National Total,CEREZYME,IMIGLUCERASE,34,34,480,8843152.77
National Total,CESAMET,NABILONE,18,14,56,94262.7
National Total,CETIRIZINE HCL,CETIRIZINE HCL,5072,3925,14432,350282.15
National Total,CEVIMELINE HCL,CEVIMELINE HCL,14895,10765,59390,17689729.24
National Total,CHANTIX,VARENICLINE TARTRATE,171777,104065,371662,74969758.04
National Total,CHEMET,SUCCIMER,87,57,141,86898.08
National Total,CHENODAL,CHENODIOL,23,24,216,1872715.5
National Total,CHERATUSSIN AC,GUAIFENESIN/CODEINE PHOSPHATE,1593,1388,2009,8875.08
National Total,CHLORDIAZEPOXIDE HCL,CHLORDIAZEPOXIDE HCL,35146,29809,103930,1022487.87
National Total,CHLORDIAZEPOXIDE-AMITRIPTYLINE,AMITRIP HCL/CHLORDIAZEPOXIDE,5879,5395,30959,2000356
National Total,CHLORHEXIDINE GLUCONATE,CHLORHEXIDINE GLUCONATE,655457,154811,1229691,9121866.65
National Total,CHLOROQUINE PHOSPHATE,CHLOROQUINE PHOSPHATE,4480,3342,9476,428168.87
National Total,CHLOROTHIAZIDE,CHLOROTHIAZIDE,4239,4044,19865,230155.09
National Total,CHLOROTHIAZIDE SODIUM,CHLOROTHIAZIDE SODIUM,  ,  ,43,48537.89
National Total,CHLORPROMAZINE HCL,CHLORPROMAZINE HCL,54316,40556,319548,36083680.58
National Total,CHLORPROPAMIDE,CHLORPROPAMIDE,839,868,3479,195791.45
National Total,CHLORTHALIDONE,CHLORTHALIDONE,291979,113087,1306991,25567283.52
National Total,CHLORZOXAZONE,CHLORZOXAZONE,36361,17933,100952,1544068.75
National Total,CHOICE-TABS,MVMIN #10/FA/D3/ALIP ACID/LUT,42,41,68,2221.87
National Total,CHOLESTYRAMINE,CHOLESTYRAMINE (WITH SUGAR),151804,78326,407787,30815440.95
National Total,CHOLESTYRAMINE LIGHT,CHOLESTYRAMINE/ASPARTAME,35023,26024,85002,6521938.4
National Total,CHOLINE MAG TRISALICYLATE,CHOLINE SAL/MAG SALICYLATE,181,169,648,50232.65
National Total,CHORIONIC GONADOTROPIN,CHORIONIC GONADOTROPIN HUMAN,241,233,927,527643.7
National Total,CIALIS,TADALAFIL,58562,35620,210523,39907827.44
National Total,CICLODAN,CICLOPIROX,88,84,124,6168.83
National Total,CICLODAN,CICLOPIROX OLAMINE,94,74,129,10464.22
National Total,CICLODAN,CICLOPIROX/SKIN CLEANSER NO.28,49,32,54,12328.86
National Total,CICLODAN,CICLOPIROX/URE/CAMPH/MENTH/EUC,28,24,29,5304.34
National Total,CICLOPIROX,CICLOPIROX,187005,56719,358457,18737600.6
National Total,CICLOPIROX,CICLOPIROX OLAMINE,128453,31738,256837,12413924.78
National Total,CICLOPIROX,CICLOPIROX/URE/CAMPH/MENTH/EUC,53,38,63,8185.36
National Total,CICLOPIROX,CICLOPIROX/VITE/NAIL LACQ REMO,327,263,447,74759.12
National Total,CIDOFOVIR,CIDOFOVIR,44,44,86,121887.73
National Total,CILOSTAZOL,CILOSTAZOL,205006,93112,1056871,35043287.95
National Total,CILOXAN,CIPROFLOXACIN HCL,8662,6061,14072,1767710.8
National Total,CIMETIDINE,CIMETIDINE,46404,33526,159517,2549475.3
National Total,CIMETIDINE,CIMETIDINE HCL,232,222,552,15039.34
National Total,CIMZIA,CERTOLIZUMAB PEGOL,4397,2966,26930,76965425.43
National Total,CINRYZE,C1 ESTERASE INHIBITOR,168,158,1432,73350728.99
National Total,CIPRO,CIPROFLOXACIN,7029,7011,8803,1252792.12
National Total,CIPRO,CIPROFLOXACIN HCL,1343,1438,2000,209818.34
National Total,CIPRO HC,CIPROFLOXACIN/HYDROCORTISONE,18464,15094,20825,3654147.77
National Total,CIPRO I.V.,CIPROFLOXACIN LACTATE/D5W,  ,  ,11,2028.77
National Total,CIPRODEX,CIPROFLOXACIN HCL/DEXAMETH,173301,66221,232503,35413793.23
National Total,CIPROFLOXACIN,CIPROFLOXACIN LACTATE,80,72,145,5557.94
National Total,CIPROFLOXACIN ER,CIPROFLOXACIN/CIPROFLOXA HCL,3883,2990,4523,380312.31
National Total,CIPROFLOXACIN HCL,CIPROFLOXACIN HCL,4781315,554510,7086656,49914519.89
National Total,CIPROFLOXACIN-D5W,CIPROFLOXACIN LACTATE/D5W,2222,1874,5175,335691.04
National Total,CISPLATIN,CISPLATIN,216,136,586,35457.89
National Total,CITALOPRAM HBR,CITALOPRAM HYDROBROMIDE,1949529,310366,10993662,96917727.67
National Total,CITRANATAL 90 DHA,PN W-CA64/IRON CB&GL/FA/DSS/DH,91,90,237,17088.24
National Total,CITRANATAL ASSURE,PNV38/IRON CBN&GLUC/FA/DSS/DHA,151,147,368,30147.87
National Total,CITRANATAL B-CALM,PRENATAL #48/IRON CB&GLU/FA/B6,  ,  ,14,609.25
National Total,CITRANATAL DHA,PNV22/IRON CBN&GLUC/FA/DSS/DHA,43,41,81,7218.41
National Total,CITRANATAL HARMONY,PNV34/IRONCARBONYL/FA/DSS/DHA,20,20,32,2211.33
National Total,CITRANATAL HARMONY,PNV59/IRONCARBONYL/FA/DSS/DHA,28,28,74,5709.8
National Total,CITRANATAL RX,PNV NO.22/IRON CBN&GLUC/FA/DSS,19,19,38,3174.57
National Total,CLAFORAN,CEFOTAXIME SODIUM,102,72,255,12254.81
National Total,CLARAVIS,ISOTRETINOIN,1174,1165,3406,1495657.99
National Total,CLARIFOAM EF,SULFACETAMIDE SODIUM/SULFUR,22,21,25,6595.32
National Total,CLARINEX,DESLORATADINE,3877,3884,13713,3172236.08
National Total,CLARINEX-D 12 HOUR,DESLORATADINE/PSEUDOEPHEDRINE,1680,1543,4008,1063096.74
National Total,CLARINEX-D 24 HOUR,DESLORATADINE/PSEUDOEPHEDRINE,545,532,866,146970.84
National Total,CLARITHROMYCIN,CLARITHROMYCIN,353617,125345,433761,33163174.3
National Total,CLARITHROMYCIN ER,CLARITHROMYCIN,50960,19713,62807,4690630.62
National Total,CLEMASTINE FUMARATE,CLEMASTINE FUMARATE,4729,2391,15090,280848.71
National Total,CLENIA,SULFACETAMIDE SODIUM/SULFUR,27,26,29,4034.88
National Total,CLEOCIN,CLINDAMYCIN PHOSPHATE,2858,2268,3532,396473.72
National Total,CLEOCIN HCL,CLINDAMYCIN HCL,183,188,225,27089.14
National Total,CLEOCIN PALMITATE,CLINDAMYCIN PALMITATE HCL,82,84,111,24950.6
National Total,CLEOCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,288,259,666,87179.11
National Total,CLEOCIN PHOSPHATE IN D5W,CLINDAMYCIN PHOSPHATE/D5W,242,214,431,59069.62
National Total,CLEOCIN T,CLINDAMYCIN PHOSPHATE,123,126,256,27222.72
National Total,CLICKFINE,NEEDLES INSULIN DISPOSABLE,21764,16183,56161,1144089.37
National Total,CLIMARA,ESTRADIOL,9962,8426,35928,4670817.41
National Total,CLIMARA PRO,ESTRADIOL/LEVONORGESTREL,1994,1993,8563,1357719.81
National Total,CLINDACIN P,CLINDAMYCIN PHOSPHATE,53,53,107,4856.15
National Total,CLINDACIN PAC,CLINDAMYCIN PHOS/SKIN CLNSR 19,23,23,34,9972.32
National Total,CLINDAGEL,CLINDAMYCIN PHOSPHATE,1061,1000,1572,845148.09
National Total,CLINDAMAX,CLINDAMYCIN PHOSPHATE,11,11,15,815.19
National Total,CLINDAMYCIN HCL,CLINDAMYCIN HCL,1355705,412103,1863682,23484789.45
